entity1,relation,entity2
大豆,病害,农作物
大豆,病害,疾病
大豆,病害,黄花叶病毒
大豆,病害,病毒
大豆,虫害,豇豆荚螟
大豆,病害,稻蓟马
大豆,病害,飞虱
大豆,病害,麦蚜
大豆,病害,稻飞虱
大豆,虫害,夜蛾科
草菇,属于,银耳
草菇,属于,香菇
草菇,属于,木耳
草菇,属于,猴头菇
草菇,属于,病菌
草菇,属于,枯萎病
草菇,属于,曲霉菌
草菇,属于,根腐病
草菇,属于,植物
草菇,属于,病毒病
草菇,属于,细菌性病害
草菇,属于,大棚蔬菜
草菇,属于,土壤次生盐渍化
草菇,属于,蔬菜急性萎蔫
食用菌,包含,植物
食用菌,属于,病菌
食用菌,包含,食用菌
食用菌,属于,枯萎病
食用菌,属于,曲霉菌
食用菌,属于,根腐病
百脉根,科,豆科牧草
百脉根,科,苦参
白粉病,属于,水果
白粉病,属于,蔬菜
白粉病,属于,植物
白粉病,属于,饲料
普力克,防治,农作物
普力克,防治,疾病
腈菌唑乳油,防治,农作物
腈菌唑乳油,防治,疾病
黄豆,防治,蚜科
黄豆,防治,动物
黄豆,防治,蜜虫
黄豆,防治,腻虫
甲基二磺隆,防治,禾本科
甲基二磺隆,防治,植物
早熟禾,科,早熟禾
早熟禾,科,禾本科杂草
氯,属于,病菌
母草,属于,中草药
垂丝海棠,属于,中草药
香菜,别名,中药
等量式波尔多液,防治,细菌性病害
等量式波尔多液,防治,细菌
等量式波尔多液,防治,疾病
等量式波尔多液,防治,农作物
等量式波尔多液,防治,稻蓟马
等量式波尔多液,防治,飞虱
等量式波尔多液,防治,麦蚜
等量式波尔多液,防治,稻飞虱
等量式波尔多液,防治,蚜虫
等量式波尔多液,防治,病毒
青萝卜,别名,软腐病
青萝卜,别名,斑潜蝇
青萝卜,别名,病毒病
青萝卜,别名,夜蛾
青萝卜,别名,蚜虫
青萝卜,别名,菜青虫
青萝卜,别名,霜霉病
青萝卜,别名,蔬菜
青萝卜,虫害,动物
空心菜,属于,中草药
空心菜,属于,病毒病
空心菜,属于,细菌性病害
空心菜,属于,大棚蔬菜
空心菜,属于,土壤次生盐渍化
空心菜,属于,蔬菜急性萎蔫
杀毒矾,防治,农作物
杀毒矾,防治,疾病
杀毒矾,防治,真菌
苹果,病害,疾病
苹果,属于,果轮纹病
苹果,属于,叶片黄化
苹果,属于,花脸病
苹果,属于,树
苹果,属于,金纹细蛾
苹果,属于,黄斑卷叶虫
苹果,属于,苹果炭疽病
苹果,属于,平小卷叶虫
苹果,属于,小卷叶蛾
苹果,属于,苹果斑点落叶病
苹果,属于,梨黑星病
苹果,属于,顶梢卷叶虫
苹果,属于,苹果轮纹病
苹果,虫害,动物
苹果,虫害,螨类
苹果,病害,真菌
苹果,病害,病毒
谷子,病害,细菌
谷子,病害,微生物
谷子,病害,真菌
谷子,属于,水果
谷子,属于,蔬菜
谷子,属于,饲料
纹枯病,病原,软腐病
纹枯病,病原,病毒沧迦病
纹枯病,病原,青枯病
纹枯病,属于,病菌
纹枯病,病原,枯萎病
纹枯病,病原,曲霉菌
纹枯病,病原,根腐病
蝼蛄,属于,中草药
青菜,虫害,蚜科
青菜,虫害,动物
青菜,虫害,蜜虫
青菜,虫害,腻虫
葱,虫害,动物
葱,属于,植物
葱,属于,病毒病
葱,属于,细菌性病害
葱,属于,大棚蔬菜
葱,属于,土壤次生盐渍化
葱,属于,蔬菜急性萎蔫
葱,别名,棉铃虫
葱,别名,霜霉病
葱,别名,葱
葱,别名,紫斑病
葱,别名,锈病
葱,别名,斑潜蝇
葱,别名,软腐病
葱,别名,葱蝇
猪瘟,别名,生猪
猪瘟,别名,动物
猪瘟,别名,细小病毒病
猪瘟,别名,沙门氏菌病
猪瘟,别名,猪流行性感冒
猪瘟,别名,猪瘟
菜果壮蒂灵,治疗,中草药
菜果壮蒂灵,治疗,植物
菜果壮蒂灵,治疗,蚜虫
菜果壮蒂灵,治疗,霜霉病
菜果壮蒂灵,治疗,峨眉豆
菜果壮蒂灵,治疗,眉豆
菜果壮蒂灵,治疗,炭疽病
菜果壮蒂灵,治疗,豆荚螟
菜果壮蒂灵,治疗,老虎害虫
菜果壮蒂灵,治疗,青菜虫
菜果壮蒂灵,治疗,病毒病
菜果壮蒂灵,治疗,青枯病
菜果壮蒂灵,治疗,晚疫病
菜果壮蒂灵,治疗,溃疡病
菜果壮蒂灵,治疗,蔬菜
菜果壮蒂灵,治疗,髓坏死
菜果壮蒂灵,治疗,疫病
菜果壮蒂灵,治疗,绵疫病
菜果壮蒂灵,治疗,菌核病
菜果壮蒂灵,治疗,粉虱
扁豆,虫害,蚜科
扁豆,虫害,动物
扁豆,虫害,蜜虫
扁豆,虫害,腻虫
扁豆,病害,农作物
扁豆,病害,疾病
扁豆,别名,扁豆
扁豆,别名,豆科
扁豆,虫害,豇豆荚螟
青花菜,属于,植物
青花菜,属于,病毒病
青花菜,属于,细菌性病害
青花菜,属于,大棚蔬菜
青花菜,属于,土壤次生盐渍化
青花菜,属于,蔬菜急性萎蔫
青花菜,虫害,夜蛾科
青花菜,虫害,动物
罗非鱼,属于,动物
罗非鱼,属于,鱼
罗非鱼,属于,肠炎病
罗非鱼,属于,肤霉病
菜苜蓿,别名,豆科
菜苜蓿,别名,病毒病
菜苜蓿,别名,小地虎
菜苜蓿,别名,蚜虫
黄颡鱼,属于,中草药
补骨脂,科,豆科牧草
补骨脂,科,苦参
山毛豆,科,豆科牧草
山毛豆,科,苦参
双甲脒,治疗,花生
双甲脒,治疗,豆粕
双甲脒,治疗,小麦
双甲脒,治疗,水草
双甲脒,治疗,玉米
双甲脒,治疗,水稻
双甲脒,治疗,动物
双甲脒,治疗,高粱
双甲脒,治疗,红薯
双甲脒,治疗,牧草
双甲脒,治疗,稻草
双甲脒,治疗,胡萝卜
双甲脒,治疗,苜蓿
双甲脒,治疗,黑麦
双甲脒,治疗,大豆
双甲脒,治疗,青贮玉米
金针虫,属于,水果
金针虫,属于,蔬菜
金针虫,属于,植物
金针虫,属于,饲料
梨锈病,别名,红斑
梨锈病,别名,褐斑病
梨锈病,病原,蜱虫
梨锈病,病原,微生物
梨锈病,病原,枯萎病
梨锈病,病原,曲霉菌
梨锈病,病原,根腐病
乳酸菌,属于,病菌
乳酸菌,属于,软腐病
乳酸菌,属于,病毒沧迦病
乳酸菌,属于,青枯病
农用链霉素可湿性粉剂,防治,动物
农用链霉素可湿性粉剂,防治,菜蛾科
农用链霉素可湿性粉剂,防治,疾病
农用链霉素可湿性粉剂,防治,细菌
农用链霉素可湿性粉剂,防治,农作物
乙磷铝可湿性粉剂,防治,农作物
乙磷铝可湿性粉剂,防治,疾病
乙磷铝可湿性粉剂,防治,稻蓟马
乙磷铝可湿性粉剂,防治,飞虱
乙磷铝可湿性粉剂,防治,麦蚜
乙磷铝可湿性粉剂,防治,稻飞虱
乙磷铝可湿性粉剂,防治,蚜虫
乙磷铝可湿性粉剂,防治,病毒
乙磷铝可湿性粉剂,防治,细菌
骨粉,属于,水果
骨粉,属于,蔬菜
骨粉,属于,植物
骨粉,属于,饲料
三棱,属于,中草药
虾,别名,虾
虾,别名,动物
青虾,别名,青虾
细菌,病原,疾病
细菌,病原,细菌
细菌,属于,病菌
细菌,病原,细菌性病害
螨类,别名,螨类
阿维菌素,防治,夜蛾科
阿维菌素,防治,动物
阿维菌素,防治,菜蛾科
阿维菌素,防治,黄桃
阿维菌素,防治,蚜科
阿维菌素,防治,蜜虫
阿维菌素,防治,腻虫
阿维菌素,防治,螨类
辟蚜雾,防治,农作物
辟蚜雾,防治,桃蚜
辟蚜雾,防治,动物
烟蚜,属于,水果
烟蚜,属于,蔬菜
烟蚜,属于,植物
烟蚜,属于,饲料
烟蚜,别名,腻虫
烟蚜,别名,黄桃
阿苯达唑,治疗,花生
阿苯达唑,治疗,豆粕
阿苯达唑,治疗,小麦
阿苯达唑,治疗,水草
阿苯达唑,治疗,玉米
阿苯达唑,治疗,水稻
阿苯达唑,治疗,白菜
阿苯达唑,治疗,胡萝卜
阿苯达唑,治疗,苜蓿
阿苯达唑,治疗,黑麦
金边瑞香,属于,农作物
金边瑞香,属于,中草药
敌克松可湿性粉剂,防治,真菌
嘧霉胺,属于,软腐病
可湿性粉剂,防治,疾病
可湿性粉剂,防治,细菌
掐不齐,属于,中草药
掐不齐,科,豆科牧草
掐不齐,科,苦参
敌敌畏,防治,动物
敌敌畏,防治,夜蛾科
敌敌畏,防治,螨类
地榆炭,属于,中草药
姜瘟,别名,疾病
姜瘟,别名,细菌
姜瘟,别名,植物
姜瘟,别名,烂皮病
豆瓣菜,虫害,动物
豆瓣菜,虫害,蚜科
豆瓣菜,虫害,蜜虫
豆瓣菜,虫害,腻虫
慈菇,属于,中草药
慈菇,科,毛茛科
红茶,科,花卉
山茶,属于,农作物
山茶,属于,中草药
山茶,属于,植物
高粱,虫害,虫
高粱,病害,农作物
高粱,病害,植物
茅草根,科,早熟禾
茅草根,科,禾本科杂草
甜糯玉米,属于,甜玉米
甜糯玉米,属于,地老虎
甜糯玉米,属于,华农101
甜糯玉米,属于,玉米蓟
甜糯玉米,属于,登海605
甜糯玉米,属于,矮花叶病
甜糯玉米,属于,黑穗病
甜糯玉米,属于,蚜虫
甜糯玉米,属于,玉米螟
甜糯玉米,属于,玉米大斑病
甜糯玉米,属于,大斑病
甜糯玉米,属于,小斑病
甜糯玉米,属于,白花叶病
甜糯玉米,属于,糯玉米
甜糯玉米,属于,青贮玉米
甜糯玉米,属于,郑单958
甜糯玉米,属于,先玉335
甜糯玉米,属于,粘虫
甜糯玉米,属于,农作物
甜糯玉米,属于,飞虱
甜糯玉米,属于,象鼻虫
甜糯玉米,属于,叶斑病
有益菌,属于,病菌
有益菌,属于,软腐病
有益菌,属于,病毒沧迦病
有益菌,属于,青枯病
双孢菇,属于,病菌
双孢菇,属于,枯萎病
双孢菇,属于,曲霉菌
双孢菇,属于,根腐病
阿莫西林,治疗,白菜
阿莫西林,治疗,胡萝卜
阿莫西林,治疗,苜蓿
阿莫西林,治疗,玉米
阿莫西林,治疗,黑麦
阿莫西林,属于,疾病
阿莫西林,属于,细菌性病害
阿莫西林,治疗,花生
阿莫西林,治疗,豆粕
阿莫西林,治疗,小麦
阿莫西林,治疗,水草
阿莫西林,治疗,水稻
阿莫西林,治疗,动物
阿莫西林,属于,中药
兔,饲料,甘蓝夜蛾
兔,饲料,细菌性软腐病
兔,饲料,蚜虫
兔,饲料,植物
兔,饲料,四绒金龟甲
兔,饲料,黑腐病
兔,饲料,地下害虫
兔,饲料,金针虫
兔,饲料,蒙古灰象甲
兔,饲料,软腐病
兔,饲料,黑斑病
兔,饲料,蝼蛄
兔,饲料,蛴螬
兔,饲料,蔬菜
兔,饲料,豆科
兔,饲料,病毒病
兔,饲料,小地虎
兔,饲料,甜玉米
兔,饲料,地老虎
兔,饲料,华农101
兔,饲料,玉米蓟
兔,饲料,登海605
兔,饲料,矮花叶病
兔,饲料,黑穗病
兔,饲料,玉米螟
兔,饲料,玉米大斑病
兔,饲料,大斑病
兔,饲料,小斑病
兔,饲料,白花叶病
兔,饲料,糯玉米
兔,饲料,青贮玉米
兔,饲料,郑单958
兔,饲料,先玉335
兔,饲料,粘虫
兔,饲料,农作物
兔,饲料,飞虱
兔,饲料,象鼻虫
兔,饲料,叶斑病
微孢子虫,属于,微生物
微孢子虫,属于,枯萎病
微孢子虫,属于,曲霉菌
微孢子虫,属于,根腐病
蓖麻叶,属于,中草药
南瓜,属于,中草药
小黄鱼,属于,鱼
小黄鱼,属于,肠炎病
小黄鱼,属于,肤霉病
小黄鱼,别名,黄鱼
百草一号,防治,夜蛾科
夜蛾,科,动物
苏铁,属于,水果
苏铁,属于,蔬菜
苏铁,属于,饲料
月季,属于,农作物
月季,属于,中草药
月季,属于,植物
吡虫啉,治疗,条锈病
吡虫啉,治疗,小麦赤霉病
吡虫啉,治疗,弱筋小麦
吡虫啉,治疗,吸浆虫
吡虫啉,治疗,强筋小麦
吡虫啉,治疗,郑麦9023
吡虫啉,治疗,黑穗病
吡虫啉,治疗,灰飞虱
吡虫啉,治疗,麦蜘蛛
吡虫啉,治疗,禾本科杂草
吡虫啉,治疗,叶锈病
吡虫啉,治疗,纹枯病
吡虫啉,治疗,烟农19
吡虫啉,治疗,麦秆蝇
吡虫啉,治疗,粘虫
吡虫啉,治疗,叶枯病
吡虫啉,治疗,小麦吸浆虫
吡虫啉,治疗,锈病
吡虫啉,治疗,陕麦1号
吡虫啉,治疗,白粉病
吡虫啉,防治,麦蚜
吡虫啉,治疗,赤霉病
吡虫啉,治疗,麦叶蜂
吡虫啉,治疗,颖枯病
吡虫啉,治疗,棉铃虫
吡虫啉,治疗,穗蚜
吡虫啉,治疗,根腐病
吡虫啉,治疗,中麦578
吡虫啉,治疗,麦红蜘蛛
吡虫啉,治疗,扬麦13
吡虫啉,防治,蚜科
吡虫啉,防治,动物
吡虫啉,防治,蜜虫
吡虫啉,防治,腻虫
吡虫啉,治疗,甜玉米
吡虫啉,治疗,地老虎
吡虫啉,治疗,植物
吡虫啉,治疗,华农101
吡虫啉,治疗,玉米蓟
吡虫啉,治疗,登海605
吡虫啉,治疗,矮花叶病
吡虫啉,治疗,玉米螟
吡虫啉,治疗,玉米大斑病
吡虫啉,治疗,大斑病
吡虫啉,治疗,小斑病
吡虫啉,治疗,白花叶病
吡虫啉,治疗,糯玉米
吡虫啉,治疗,青贮玉米
吡虫啉,治疗,郑单958
吡虫啉,治疗,先玉335
吡虫啉,属于,农作物
吡虫啉,防治,飞虱
吡虫啉,治疗,象鼻虫
吡虫啉,治疗,叶斑病
吡虫啉,治疗,稻水象甲
吡虫啉,治疗,糯稻
吡虫啉,治疗,谷子
吡虫啉,治疗,恶苗病
吡虫啉,治疗,Y两优900
吡虫啉,治疗,稻花香2号
吡虫啉,治疗,杂交水稻
吡虫啉,治疗,稻飞虱
吡虫啉,治疗,籼稻
吡虫啉,治疗,东北大米
吡虫啉,治疗,稻谷
吡虫啉,治疗,水稻立枯病
吡虫啉,治疗,龙稻18
吡虫啉,治疗,汕优63
吡虫啉,治疗,稻瘟病菌
吡虫啉,治疗,南粳46
吡虫啉,治疗,稻温病
吡虫啉,治疗,细菌性条斑病
吡虫啉,治疗,稻纵卷叶螟
吡虫啉,治疗,稻恶苗病菌
吡虫啉,治疗,稻瘟病
吡虫啉,治疗,稻曲病
吡虫啉,治疗,根蚜
吡虫啉,治疗,胡麻病菌
吡虫啉,治疗,黑肩绿盲蝽
吡虫啉,治疗,细条病菌
吡虫啉,治疗,叶蝉
吡虫啉,治疗,白叶枯病
吡虫啉,治疗,稻田
吡虫啉,治疗,粳稻
吡虫啉,防治,稻蓟马
吡虫啉,防治,病毒
吡虫啉,防治,棉粉虱
铁沙掌,防治,蚜科
铁沙掌,防治,动物
铁沙掌,防治,蜜虫
铁沙掌,防治,腻虫
芥菜,属于,中草药
葫芦科,属于,农作物
葫芦科,属于,中草药
土隆,防治,昆虫
土隆,防治,中药
土隆,防治,动物
土隆,防治,夜蛾科
棉籽,属于,盲椿象
棉籽,属于,棉铃虫
棉籽,属于,棉田
棉籽,属于,盲蝽象
棉籽,属于,玉米螟
棉籽,属于,枯黄萎病
棉籽,属于,枯 黄萎病
棉籽,属于,黄萎病
棉籽,属于,食心虫
棉籽,属于,枯萎
棉籽,属于,细菌性角斑病
棉籽,属于,中草药
水晶兰,属于,中草药
水晶兰,属于,农作物
桃蛀螟,虫害,桃褐腐病
桃蛀螟,虫害,桃炭疽病
黄桃,病害,果腐病
磷酸二氢钾,防治,疾病
速克灵可湿性粉剂,防治,植物
速克灵可湿性粉剂,防治,疾病
甲基托布津可湿性粉剂,防治,真菌
甲基托布津可湿性粉剂,防治,疾病
梨小食心虫,虫害,桃褐腐病
梨小食心虫,虫害,桃炭疽病
糯玉米,属于,甜玉米
糯玉米,属于,地老虎
糯玉米,属于,华农101
糯玉米,属于,玉米蓟
糯玉米,属于,登海605
糯玉米,属于,矮花叶病
糯玉米,属于,黑穗病
糯玉米,属于,蚜虫
糯玉米,属于,玉米螟
糯玉米,属于,玉米大斑病
糯玉米,属于,大斑病
糯玉米,属于,小斑病
糯玉米,属于,白花叶病
糯玉米,属于,糯玉米
糯玉米,属于,青贮玉米
糯玉米,属于,郑单958
糯玉米,属于,先玉335
糯玉米,属于,粘虫
糯玉米,属于,飞虱
糯玉米,属于,象鼻虫
糯玉米,属于,叶斑病
糯玉米,属于,水果
糯玉米,属于,蔬菜
糯玉米,属于,饲料
波尔多液,防治,疾病
波尔多液,防治,黄桃
波尔多液,防治,动物
芜菁,属于,水果
芜菁,属于,蔬菜
芜菁,属于,饲料
氰,属于,病菌
白茶,属于,茶叶
粉锈宁,防治,农作物
粉锈宁,防治,疾病
灭幼脲,防治,项门吃
木耳,属于,银耳
木耳,属于,香菇
木耳,属于,微生物
木耳,属于,木耳
木耳,属于,猴头菇
木耳,属于,真菌
杀毒矾可湿性粉剂,防治,疾病
杀毒矾可湿性粉剂,防治,病毒
土菌消,属于,蚜虫
杀菌剂,防治,蚜科
杀菌剂,防治,动物
杀菌剂,防治,蜜虫
杀菌剂,防治,腻虫
石榴,属于,农作物
石榴,属于,中草药
石榴,属于,植物
紫花苜蓿,别名,病毒病
紫花苜蓿,别名,小地虎
紫花苜蓿,别名,蚜虫
紫花苜蓿,属于,苜蓿叶象甲
紫花苜蓿,属于,膨胀病
紫花苜蓿,属于,牧草
紫花苜蓿,科,苦参
苜蓿,科,豆科牧草
苜蓿,科,植物
苜蓿,科,苦参
苜蓿,病害,稻蓟马
苜蓿,病害,飞虱
苜蓿,病害,麦蚜
苜蓿,病害,稻飞虱
苜蓿,病害,病毒
苜蓿,虫害,蚜科
苜蓿,虫害,动物
苜蓿,虫害,蜜虫
苜蓿,虫害,腻虫
口蹄疫疫苗,治疗,高粱
口蹄疫疫苗,治疗,豆粕
口蹄疫疫苗,治疗,红薯
口蹄疫疫苗,治疗,牧草
口蹄疫疫苗,治疗,稻草
口蹄疫疫苗,治疗,胡萝卜
口蹄疫疫苗,治疗,苜蓿
口蹄疫疫苗,治疗,玉米
口蹄疫疫苗,治疗,黑麦
口蹄疫疫苗,治疗,大豆
口蹄疫疫苗,治疗,青贮玉米
口蹄疫疫苗,治疗,花生
武运粳24号,属于,水稻
迟熟中粳稻,属于,稻水象甲
迟熟中粳稻,属于,糯稻
迟熟中粳稻,属于,植物
迟熟中粳稻,属于,谷子
迟熟中粳稻,属于,恶苗病
迟熟中粳稻,属于,Y两优900
迟熟中粳稻,属于,稻花香2号
迟熟中粳稻,属于,杂交水稻
迟熟中粳稻,属于,稻飞虱
迟熟中粳稻,属于,籼稻
迟熟中粳稻,属于,东北大米
迟熟中粳稻,属于,稻谷
迟熟中粳稻,属于,水稻立枯病
迟熟中粳稻,属于,龙稻18
迟熟中粳稻,属于,汕优63
迟熟中粳稻,属于,纹枯病
迟熟中粳稻,属于,稻瘟病菌
迟熟中粳稻,属于,南粳46
迟熟中粳稻,属于,稻温病
迟熟中粳稻,属于,细菌性条斑病
迟熟中粳稻,属于,稻纵卷叶螟
迟熟中粳稻,属于,稻恶苗病菌
迟熟中粳稻,属于,稻瘟病
迟熟中粳稻,属于,稻曲病
迟熟中粳稻,属于,根蚜
迟熟中粳稻,属于,胡麻病菌
迟熟中粳稻,属于,黑肩绿盲蝽
迟熟中粳稻,属于,细条病菌
迟熟中粳稻,属于,叶蝉
迟熟中粳稻,属于,白叶枯病
迟熟中粳稻,属于,稻田
迟熟中粳稻,属于,粳稻
护树将军,防治,农作物
螨虫,属于,病菌
花生油,属于,中草药
菱角,虫害,蚜科
菱角,虫害,动物
菱角,虫害,蜜虫
菱角,虫害,腻虫
菱角,虫害,黑肩绿盲蝽
苏云金杆菌,防治,夜蛾科
苏云金杆菌,防治,动物
苏云金杆菌,属于,病菌
苏云金杆菌,防治,菜蛾科
苏云金杆菌,属于,软腐病
苏云金杆菌,属于,病毒沧迦病
苏云金杆菌,属于,青枯病
苏云金杆菌,属于,水果
苏云金杆菌,属于,蔬菜
苏云金杆菌,属于,植物
苏云金杆菌,属于,饲料
苏云金杆菌,防治,蚜科
苏云金杆菌,防治,蜜虫
苏云金杆菌,防治,腻虫
茄果类,属于,植物
茄果类,属于,病毒病
茄果类,属于,细菌性病害
茄果类,属于,大棚蔬菜
茄果类,属于,土壤次生盐渍化
茄果类,属于,蔬菜急性萎蔫
痘病毒科,科,蜱虫
麦穗鱼,属于,鱼
麦穗鱼,属于,肠炎病
麦穗鱼,属于,肤霉病
鱼尾葵,科,毛茛科
鱼尾葵属,科,毛茛科
甲氨基阿维菌素苯甲酸盐,防治,蚜科
甲氨基阿维菌素苯甲酸盐,防治,动物
甲氨基阿维菌素苯甲酸盐,防治,蜜虫
甲氨基阿维菌素苯甲酸盐,防治,腻虫
甲氨基阿维菌素苯甲酸盐,防治,夜蛾科
甲氨基阿维菌素苯甲酸盐,防治,菜蛾科
代森锰锌,防治,稻蓟马
代森锰锌,防治,飞虱
代森锰锌,防治,麦蚜
代森锰锌,防治,稻飞虱
代森锰锌,防治,蚜虫
代森锰锌,防治,病毒
代森锰锌,防治,细菌性病害
代森锰锌,防治,细菌
代森锰锌,防治,疾病
代森锰锌,防治,农作物
四季豆,虫害,夜蛾科
四季豆,虫害,豇豆荚螟
四季豆,虫害,动物
四季豆,病害,疾病
四季豆,属于,病毒病
四季豆,属于,细菌性病害
四季豆,属于,大棚蔬菜
四季豆,属于,土壤次生盐渍化
四季豆,属于,蔬菜急性萎蔫
四季豆,别名,四季豆
四季豆,属于,水果
四季豆,属于,饲料
四季豆,别名,中草药
四季豆,别名,蚜虫
四季豆,别名,霜霉病
四季豆,别名,峨眉豆
四季豆,别名,眉豆
四季豆,别名,炭疽病
牛蒡,属于,中草药
牛筋草,科,早熟禾
牛筋草,科,禾本科杂草
油菜,别名,冬春小白菜
油菜,别名,青菜
油菜,别名,小白菜
油菜,科,细菌性病害
油菜,科,大棚蔬菜
油菜,科,土壤次生盐渍化
油菜,科,蔬菜急性萎蔫
油菜,虫害,夜蛾科
油菜,虫害,动物
油菜,病害,稻蓟马
油菜,病害,飞虱
油菜,病害,麦蚜
油菜,病害,稻飞虱
油菜,病害,蚜虫
油菜,病害,病毒
辛硫磷,防治,动物
辛硫磷,防治,农作物
辛硫磷,防治,项门吃
辛硫磷,防治,蚜科
辛硫磷,防治,蜜虫
辛硫磷,防治,腻虫
烟青虫,属于,水果
烟青虫,属于,蔬菜
烟青虫,属于,植物
烟青虫,属于,饲料
红蜘蛛,防治,红蜘蛛
红蜘蛛,防治,蛛形纲
红蜘蛛,防治,动物
氢氧化铜,防治,疾病
氢氧化铜,防治,细菌
菜花,别名,菜花
菜花,属于,水果
菜花,属于,蔬菜
菜花,属于,饲料
菜花,病害,疾病
菜花,病害,十字花科
花菜,别名,花菜
花菜,别名,农作物
花菜,别名,植物
花菜,别名,霜霉病
花菜,别名,花椰菜
花菜,别名,甘蓝
花菜,别名,黑腐病
蝗虫,属于,动物
抗生素,防治,植物
抗生素,防治,溃疡病
万寿菊,属于,中草药
万寿菊,属于,农作物
葡萄,病害,农作物
葡萄,病害,疾病
葡萄,病害,腐烂病
犬细小病毒,属于,蜱虫
